4138
250
4
ECG	Pao	Dao	Qao
7.61	67.43	19.69	7.40
4.15	68.16	19.71	7.69
3.82	68.64	19.73	7.90
4.44	68.95	19.75	8.05
5.37	69.24	19.77	8.09
5.71	69.67	19.79	8.02
5.92	70.19	19.81	7.91
4.98	70.33	19.82	7.81
5.42	70.37	19.83	7.80
6.47	70.20	19.84	7.85
4.58	70.40	19.85	7.92
4.16	70.76	19.85	7.98
2.10	70.71	19.85	8.01
-1.79	70.71	19.86	8.04
-5.61	70.65	19.86	8.11
-5.53	70.80	19.87	8.18
-7.60	71.17	19.87	8.23
-10.74	71.11	19.87	8.27
-11.61	71.03	19.87	8.31
-12.97	70.99	19.88	8.34
-13.71	71.21	19.88	8.32
-16.10	71.48	19.88	8.30
-18.26	71.33	19.89	8.33
-18.59	71.24	19.89	8.34
-19.97	71.16	19.89	8.32
-20.06	71.22	19.89	8.28
-19.22	71.41	19.88	8.27
-20.27	71.17	19.88	8.26
-15.11	70.88	19.88	8.20
-10.46	70.67	19.88	8.08
-1.54	70.54	19.88	7.94
4.40	70.58	19.87	7.82
6.54	70.18	19.87	7.73
7.89	69.75	19.86	7.67
3.65	69.34	19.85	7.61
-3.75	69.09	19.84	7.52
-10.42	69.02	19.83	7.37
-16.17	68.51	19.81	7.13
-17.62	67.86	19.79	6.84
-20.67	67.12	19.78	6.56
-20.67	66.66	19.75	6.26
-20.88	66.08	19.72	5.85
-23.15	64.99	19.69	5.29
-18.96	63.87	19.64	4.64
-18.94	62.82	19.59	3.93
-20.10	62.16	19.54	3.25
-18.28	62.04	19.50	2.69
-19.65	61.96	19.47	2.41
-17.29	62.40	19.47	2.50
-16.12	62.69	19.49	2.82
-14.88	63.04	19.51	3.18
-13.20	63.09	19.51	3.49
-14.73	62.74	19.51	3.70
-9.88	62.45	19.50	3.78
-9.42	62.14	19.49	3.77
-6.58	62.36	19.48	3.66
-4.76	62.43	19.47	3.56
-5.58	62.30	19.47	3.55
-3.66	62.34	19.47	3.62
-2.77	62.47	19.47	3.75
-3.07	62.92	19.47	3.82
17.73	63.21	19.48	3.80
32.38	63.06	19.49	3.63
46.56	62.90	19.50	3.32
116.30	62.67	19.50	3.03
190.20	62.91	19.49	2.86
249.90	62.87	19.49	2.82
307.40	62.59	19.48	2.94
354.60	62.43	19.47	2.94
373.00	62.10	19.46	2.88
376.70	62.21	19.46	2.75
370.30	62.20	19.45	2.54
348.80	61.91	19.44	2.30
326.30	61.72	19.44	2.07
283.90	61.44	19.43	1.86
241.30	61.59	19.43	1.65
218.20	61.56	19.42	1.43
208.20	61.27	19.42	1.21
216.70	61.12	19.42	1.02
223.20	60.87	19.41	0.90
225.30	61.06	19.41	0.83
222.70	61.07	19.41	0.77
221.40	60.75	19.40	0.72
226.30	60.58	19.40	0.69
228.30	60.41	19.40	0.64
228.30	60.57	19.39	0.56
227.60	60.51	19.39	0.43
222.90	60.17	19.38	0.31
221.70	59.96	19.38	0.19
220.50	59.81	19.37	0.08
207.60	59.92	19.36	0.00
161.70	59.76	19.36	-0.07
38.78	59.45	19.35	-0.15
-88.51	59.17	19.34	-0.24
-174.90	59.08	19.34	-0.36
-113.20	59.19	19.33	-0.46
40.90	59.13	19.32	-0.52
181.20	58.77	19.31	-0.57
317.00	58.51	19.31	-0.62
387.20	58.41	19.30	-0.63
350.70	58.60	19.29	-0.66
275.10	58.55	19.28	-0.69
236.70	58.19	19.28	-0.69
240.00	57.98	19.27	-0.66
243.60	57.86	19.27	-0.66
230.60	57.86	19.26	-0.66
211.70	57.69	19.25	-0.71
200.00	57.33	19.25	-0.76
201.20	56.94	19.24	-0.80
202.00	56.86	19.23	-0.84
192.90	57.01	19.22	-0.85
182.70	57.05	19.22	-0.84
176.10	57.06	19.22	-0.76
169.30	57.06	19.23	-0.63
162.20	57.03	19.23	-0.46
154.90	57.19	19.23	-0.32
148.30	57.02	19.22	-0.23
144.90	56.81	19.22	-0.19
143.90	56.60	19.21	-0.16
140.80	56.84	19.21	-0.14
138.70	57.35	19.21	-0.01
135.50	57.74	19.21	0.21
134.50	58.28	19.23	0.59
133.90	59.04	19.25	1.13
133.80	60.19	19.29	1.79
132.50	61.59	19.33	2.54
130.30	62.52	19.39	3.31
128.30	63.38	19.44	4.09
127.60	64.09	19.49	4.85
125.80	64.96	19.54	5.58
123.40	65.84	19.58	6.17
121.80	66.25	19.62	6.65
119.00	66.70	19.65	7.01
117.70	67.06	19.67	7.29
117.30	67.71	19.70	7.43
113.40	68.45	19.72	7.48
111.70	68.82	19.74	7.57
108.00	69.13	19.76	7.70
105.90	69.36	19.78	7.83
104.60	69.81	19.80	7.88
100.70	70.29	19.81	7.84
98.53	70.39	19.83	7.73
97.85	70.33	19.84	7.63
94.88	70.33	19.84	7.62
91.52	70.47	19.85	7.68
88.88	70.82	19.85	7.79
85.17	70.80	19.85	7.93
83.41	70.73	19.86	8.05
77.70	70.69	19.86	8.13
76.97	70.91	19.87	8.15
74.29	71.29	19.87	8.16
68.67	71.20	19.87	8.20
67.33	71.03	19.88	8.26
64.37	70.98	19.88	8.32
60.88	71.21	19.88	8.34
58.18	71.48	19.89	8.35
55.40	71.30	19.89	8.33
54.21	71.18	19.89	8.30
53.36	70.96	19.89	8.28
53.52	71.14	19.89	8.33
53.93	71.23	19.88	8.37
53.24	70.99	19.88	8.33
59.86	70.71	19.88	8.26
64.18	70.38	19.87	8.16
68.63	70.40	19.87	8.05
72.70	70.30	19.86	7.87
67.72	69.85	19.86	7.68
64.61	69.39	19.85	7.54
55.02	68.98	19.84	7.42
45.74	68.88	19.83	7.23
39.41	68.59	19.81	7.03
31.61	67.86	19.80	6.82
28.90	67.21	19.78	6.63
25.82	66.47	19.75	6.34
23.11	65.94	19.72	5.86
23.04	65.11	19.69	5.20
22.33	63.93	19.64	4.44
25.85	62.90	19.59	3.67
26.68	62.00	19.54	3.00
26.19	62.01	19.50	2.54
28.28	62.14	19.48	2.31
26.15	62.43	19.47	2.40
26.90	62.80	19.49	2.71
26.35	62.78	19.51	3.10
26.84	63.00	19.52	3.41
26.64	62.83	19.51	3.56
23.65	62.50	19.50	3.59
24.19	62.21	19.49	3.52
23.13	62.09	19.48	3.45
22.29	62.36	19.48	3.44
23.28	62.45	19.47	3.47
23.68	62.40	19.47	3.51
23.77	62.52	19.47	3.49
18.61	62.67	19.47	3.44
7.66	63.11	19.48	3.37
9.29	63.19	19.49	3.26
12.57	62.93	19.50	3.11
20.26	62.75	19.50	2.95
44.45	62.60	19.49	2.83
69.46	62.76	19.48	2.78
88.25	62.68	19.48	2.76
101.90	62.37	19.47	2.73
118.80	62.06	19.46	2.63
123.20	62.00	19.46	2.45
105.20	62.13	19.45	2.22
75.94	62.02	19.44	1.96
38.89	61.72	19.44	1.76
2.27	61.45	19.43	1.58
-19.74	61.33	19.43	1.48
-30.89	61.48	19.42	1.48
-25.95	61.37	19.42	1.48
-17.72	61.10	19.41	1.45
-9.35	60.86	19.41	1.41
-6.81	60.82	19.41	1.32
-6.38	61.02	19.40	1.24
-2.17	60.88	19.40	1.11
-1.59	60.64	19.39	1.00
2.92	60.45	19.39	0.91
3.89	60.36	19.39	0.85
6.74	60.50	19.38	0.79
8.73	60.34	19.38	0.68
10.69	60.05	19.37	0.54
9.62	59.72	19.37	0.36
-17.69	59.65	19.36	0.22
-118.90	59.83	19.35	0.10
-245.60	59.57	19.35	0.01
-352.80	59.32	19.34	-0.05
-339.40	59.08	19.33	-0.11
-194.40	59.00	19.33	-0.16
-49.72	59.13	19.32	-0.19
95.48	58.92	19.31	-0.26
192.30	58.64	19.30	-0.33
186.00	58.42	19.30	-0.41
115.50	58.41	19.29	-0.46
64.81	58.57	19.28	-0.49
59.07	58.37	19.28	-0.50
69.14	58.05	19.27	-0.51
64.10	57.71	19.27	-0.50
47.59	57.59	19.26	-0.51
35.63	57.64	19.25	-0.53
34.73	57.24	19.24	-0.57
36.77	56.97	19.23	-0.62
30.92	56.68	19.23	-0.66
22.30	56.80	19.22	-0.69
15.52	57.23	19.22	-0.69
12.19	57.26	19.23	-0.62
13.84	57.14	19.23	-0.49
13.34	56.89	19.23	-0.36
10.70	56.89	19.23	-0.26
8.51	57.03	19.22	-0.16
6.68	56.87	19.21	-0.09
4.81	56.82	19.21	-0.04
1.75	56.90	19.21	0.07
0.47	57.44	19.21	0.25
-1.09	58.30	19.22	0.51
-1.64	58.98	19.25	0.97
-0.08	59.93	19.28	1.58
-0.22	60.89	19.32	2.28
0.79	62.08	19.37	3.04
1.35	63.36	19.43	3.82
0.72	64.13	19.48	4.60
1.77	64.75	19.53	5.32
2.95	65.29	19.57	6.00
4.30	66.06	19.61	6.53
4.51	66.90	19.64	6.88
3.76	67.21	19.67	7.12
3.78	67.55	19.69	7.33
1.56	67.98	19.71	7.52
0.52	68.61	19.74	7.68
0.47	69.28	19.76	7.74
-3.44	69.51	19.78	7.74
-1.65	69.72	19.80	7.70
-0.77	69.83	19.81	7.68
-1.47	70.13	19.83	7.68
-1.80	70.55	19.84	7.71
-5.40	70.44	19.84	7.74
-5.48	70.41	19.85	7.76
-7.99	70.43	19.85	7.76
-11.77	70.73	19.85	7.76
-11.08	70.99	19.86	7.78
-15.23	70.86	19.86	7.82
-14.69	70.87	19.87	7.89
-17.08	70.83	19.87	7.95
-17.75	71.14	19.88	8.00
-19.38	71.33	19.88	8.06
-25.50	71.21	19.88	8.13
-23.84	71.15	19.89	8.18
-23.86	71.11	19.89	8.22
-24.39	71.35	19.89	8.26
-23.82	71.47	19.89	8.30
-24.87	71.27	19.89	8.32
-22.60	71.06	19.89	8.30
-22.91	70.86	19.89	8.25
-21.90	71.03	19.89	8.23
-16.76	70.97	19.88	8.16
-13.36	70.67	19.88	8.07
-4.72	70.38	19.87	7.95
-1.26	70.00	19.87	7.83
-3.13	70.09	19.86	7.70
-2.46	69.86	19.85	7.54
-11.51	69.28	19.84	7.37
-19.96	68.85	19.83	7.18
-23.94	68.33	19.82	7.01
-28.63	68.10	19.80	6.79
-30.05	67.66	19.78	6.54
-32.51	66.84	19.76	6.29
-30.26	66.00	19.73	6.00
-32.05	64.95	19.70	5.59
-31.77	64.24	19.65	5.04
-30.62	63.26	19.60	4.36
-32.85	62.26	19.55	3.64
-29.57	61.76	19.51	2.96
-29.31	61.69	19.48	2.50
-30.31	62.34	19.47	2.32
-28.37	62.99	19.49	2.41
-29.46	62.98	19.50	2.67
-26.95	62.81	19.51	3.01
-26.32	62.59	19.51	3.26
-28.10	62.64	19.50	3.39
-25.31	62.56	19.49	3.44
-25.95	62.24	19.48	3.46
-22.99	62.10	19.48	3.44
-19.77	62.13	19.47	3.43
-20.32	62.48	19.46	3.43
-17.39	62.77	19.47	3.46
-24.81	62.77	19.47	3.48
-31.35	62.79	19.48	3.44
-28.10	62.92	19.49	3.35
-26.64	63.08	19.49	3.22
-18.00	62.94	19.50	3.10
2.27	62.74	19.49	3.02
26.77	62.42	19.49	2.98
45.97	62.37	19.48	2.94
61.80	62.54	19.47	2.90
77.51	62.42	19.46	2.80
84.89	62.08	19.45	2.69
74.02	61.77	19.45	2.56
44.05	61.82	19.44	2.41
8.78	61.91	19.44	2.24
-29.00	61.64	19.43	2.08
-53.37	61.40	19.43	1.89
-65.43	61.17	19.42	1.71
-62.08	61.10	19.42	1.52
-51.82	61.28	19.41	1.36
-47.77	61.12	19.41	1.32
-45.42	60.96	19.40	1.29
-41.43	60.67	19.40	1.22
-37.32	60.64	19.40	1.11
-33.52	60.88	19.40	1.01
-29.25	60.65	19.39	0.93
-26.28	60.47	19.39	0.86
-24.26	60.19	19.38	0.77
-23.85	60.09	19.38	0.67
-23.55	60.28	19.37	0.57
-27.06	59.95	19.37	0.47
-48.19	59.78	19.36	0.34
-138.10	59.46	19.35	0.20
-266.80	59.39	19.35	0.07
-378.20	59.55	19.34	-0.04
-387.00	59.29	19.33	-0.15
-249.10	59.02	19.33	-0.26
-103.10	58.78	19.32	-0.35
43.75	58.77	19.31	-0.43
150.80	58.97	19.31	-0.50
157.30	58.65	19.30	-0.57
89.26	58.45	19.29	-0.62
34.40	58.23	19.29	-0.65
28.67	58.14	19.28	-0.69
38.91	58.30	19.27	-0.72
33.81	57.92	19.27	-0.73
17.75	57.62	19.26	-0.76
4.95	57.23	19.25	-0.78
3.72	57.16	19.25	-0.81
3.42	57.24	19.23	-0.80
-1.44	56.99	19.23	-0.80
-6.87	56.87	19.23	-0.79
-15.29	56.80	19.23	-0.74
-16.72	57.12	19.23	-0.65
-17.54	57.39	19.23	-0.53
-22.36	57.15	19.23	-0.40
-26.55	56.89	19.23	-0.31
-29.48	56.65	19.22	-0.24
-28.71	56.84	19.22	-0.17
-29.87	57.08	19.22	-0.12
-32.01	57.15	19.22	-0.03
-28.76	57.38	19.22	0.14
-30.16	57.96	19.23	0.40
-28.31	58.95	19.25	0.77
-26.99	60.11	19.27	1.24
-27.40	61.05	19.32	1.85
-27.41	62.05	19.37	2.65
-26.40	62.96	19.42	3.82
-26.85	64.12	19.48	4.78
-25.39	65.09	19.53	5.42
-27.13	65.55	19.57	5.92
-22.63	66.05	19.61	6.35
-23.35	66.45	19.64	6.74
-21.04	67.25	19.67	7.07
-20.15	67.86	19.69	7.30
-21.94	68.20	19.72	7.38
-19.74	68.57	19.74	7.43
-21.23	68.91	19.76	7.52
-21.69	69.64	19.78	7.65
-22.96	70.11	19.80	7.73
-25.02	70.03	19.81	7.74
-21.81	70.09	19.83	7.72
-22.20	70.19	19.84	7.69
-24.10	70.54	19.84	7.69
-23.87	70.71	19.85	7.76
-26.45	70.56	19.85	7.83
-27.64	70.58	19.86	7.85
-30.02	70.49	19.86	7.86
-29.43	70.88	19.86	7.87
-30.97	71.10	19.87	7.91
-36.18	70.98	19.87	7.97
-35.42	70.95	19.87	8.03
-37.89	70.95	19.88	8.09
-40.77	71.32	19.88	8.13
-40.58	71.40	19.88	8.15
-43.92	71.24	19.88	8.20
-40.69	71.16	19.89	8.30
-36.65	71.06	19.89	8.39
-39.36	71.42	19.88	8.38
-36.84	71.35	19.89	8.30
-36.05	71.08	19.89	8.20
-32.64	70.88	19.88	8.17
-29.47	70.75	19.88	8.17
-22.54	70.81	19.88	8.16
-15.41	70.65	19.87	8.06
-12.85	70.20	19.87	7.93
-11.77	69.84	19.86	7.80
-16.37	69.53	19.85	7.64
-25.22	69.50	19.84	7.48
-32.00	69.14	19.83	7.30
-40.93	68.54	19.82	7.08
-42.54	67.90	19.81	6.82
-45.59	67.37	19.79	6.56
-46.47	66.96	19.76	6.28
-45.15	66.16	19.73	5.85
-44.74	65.11	19.70	5.39
-45.03	64.04	19.65	4.84
-44.46	63.03	19.61	4.18
-44.98	62.43	19.55	3.54
-43.07	61.98	19.51	2.99
-44.92	61.88	19.48	2.67
-42.39	62.15	19.47	2.61
-39.21	62.70	19.49	2.79
-38.34	63.22	19.51	3.07
-35.99	63.04	19.52	3.30
-34.75	62.65	19.51	3.45
-33.54	62.37	19.50	3.55
-32.80	62.36	19.50	3.58
-33.21	62.50	19.49	3.58
-33.43	62.41	19.48	3.59
-31.09	62.30	19.47	3.62
-27.57	62.27	19.47	3.66
-24.14	62.57	19.47	3.70
-27.52	63.03	19.47	3.71
-36.94	63.12	19.48	3.68
-36.87	63.04	19.49	3.60
-30.80	62.84	19.50	3.46
-27.37	62.83	19.50	3.27
-5.65	62.98	19.50	3.08
16.64	62.83	19.49	2.95
33.80	62.56	19.48	2.83
50.67	62.29	19.47	2.74
68.53	62.24	19.47	2.64
78.04	62.43	19.46	2.55
73.83	62.12	19.45	2.44
47.62	61.88	19.45	2.32
14.61	61.55	19.44	2.16
-24.52	61.52	19.44	1.96
-55.85	61.67	19.43	1.75
-70.33	61.49	19.43	1.58
-68.82	61.22	19.43	1.45
-60.60	61.02	19.42	1.38
-50.40	61.05	19.41	1.32
-45.63	61.20	19.41	1.29
-45.19	60.95	19.40	1.24
-40.63	60.72	19.41	1.16
-34.17	60.54	19.40	1.11
-27.73	60.59	19.40	1.03
-24.67	60.75	19.39	0.94
-22.22	60.47	19.39	0.83
-17.81	60.23	19.38	0.56
-18.35	59.91	19.38	0.33
-19.03	59.95	19.37	0.19
-31.69	60.04	19.36	0.14
-99.91	59.71	19.36	0.08
-226.90	59.47	19.35	0.00
-347.30	59.23	19.34	-0.10
-396.30	59.22	19.34	-0.20
-293.20	59.29	19.33	-0.27
-143.00	59.04	19.32	-0.30
3.82	58.75	19.31	-0.35
130.40	58.54	19.31	-0.43
170.10	58.62	19.30	-0.47
114.80	58.73	19.29	-0.47
47.44	58.42	19.29	-0.48
29.67	58.19	19.28	-0.50
40.30	57.95	19.28	-0.52
42.34	57.95	19.27	-0.54
29.54	57.91	19.26	-0.57
13.88	57.54	19.25	-0.60
11.92	57.19	19.25	-0.66
14.98	56.87	19.24	-0.70
14.46	57.01	19.23	-0.73
5.82	57.07	19.23	-0.70
-1.72	56.98	19.22	-0.66
-2.27	57.07	19.22	-0.55
-5.10	57.01	19.23	-0.40
-6.48	57.28	19.23	-0.29
-7.37	57.24	19.23	-0.22
-12.41	56.91	19.22	-0.17
-12.25	56.78	19.22	-0.11
-10.30	56.69	19.22	-0.04
-11.51	57.12	19.22	0.05
-10.85	57.68	19.22	0.19
-12.21	58.02	19.22	0.45
-7.98	58.67	19.24	0.83
-6.73	59.64	19.27	1.37
-6.04	60.98	19.31	2.03
-5.98	62.22	19.37	2.78
-7.56	63.06	19.42	3.56
-6.17	63.85	19.48	4.33
-6.49	64.63	19.53	5.07
-6.96	65.63	19.57	5.72
-4.07	66.33	19.61	6.21
-5.55	66.66	19.64	6.57
-3.05	66.99	19.67	6.88
-4.27	67.48	19.69	7.21
-5.32	68.27	19.72	7.47
-6.20	68.79	19.74	7.60
-7.19	69.13	19.76	7.67
-4.81	69.40	19.78	7.70
-7.08	69.71	19.80	7.76
-7.40	70.21	19.82	7.75
-6.21	70.42	19.83	7.68
-9.56	70.36	19.84	7.61
-7.86	70.32	19.84	7.64
-5.87	70.42	19.85	7.73
-9.51	70.73	19.85	7.82
-9.66	70.83	19.86	7.88
-12.92	70.72	19.86	7.93
-14.15	70.76	19.86	7.98
-16.15	70.84	19.87	8.00
-17.18	71.21	19.87	8.04
-18.36	71.27	19.88	8.11
-24.52	71.16	19.88	8.17
-26.45	71.06	19.89	8.20
-27.05	71.18	19.89	8.23
-29.66	71.44	19.89	8.27
-28.86	71.52	19.89	8.28
-27.69	71.35	19.89	8.30
-25.09	71.18	19.89	8.34
-25.72	71.19	19.89	8.36
-24.87	71.41	19.89	8.34
-23.09	71.30	19.89	8.29
-17.23	71.00	19.89	8.24
-9.67	70.67	19.89	8.20
-3.66	70.54	19.88	8.12
0.20	70.58	19.87	7.94
1.45	70.25	19.87	7.74
-4.12	69.82	19.86	7.57
-10.46	69.27	19.85	7.45
-18.78	69.02	19.84	7.34
-27.51	68.90	19.83	7.18
-32.43	68.35	19.81	6.95
-34.13	67.73	19.79	6.67
-35.29	66.93	19.77	6.34
-36.10	66.29	19.75	5.96
-34.00	65.75	19.72	5.54
-33.20	64.66	19.67	5.04
-31.18	63.53	19.63	4.43
-29.16	62.42	19.57	3.73
-27.24	61.95	19.53	2.92
-27.26	62.04	19.49	2.48
-28.72	62.37	19.48	2.49
-27.46	62.72	19.48	2.75
-27.40	62.90	19.50	3.10
-25.39	63.00	19.52	3.34
-26.36	63.08	19.52	3.50
-24.81	62.73	19.51	3.60
-22.40	62.43	19.50	3.63
-21.68	62.20	19.49	3.61
-20.35	62.24	19.49	3.56
-19.46	62.54	19.48	3.51
-18.45	62.46	19.47	3.51
-18.34	62.55	19.47	3.57
-24.58	62.63	19.47	3.73
-29.18	62.92	19.48	3.86
-25.34	63.22	19.49	3.87
-21.52	63.13	19.50	3.69
-13.31	62.93	19.50	3.41
7.67	62.62	19.50	3.13
30.92	62.74	19.49	2.95
48.75	62.88	19.48	2.87
62.23	62.56	19.48	2.84
81.16	62.31	19.47	2.74
91.26	62.08	19.46	2.59
85.23	62.08	19.46	2.40
58.13	62.15	19.45	2.20
23.40	61.89	19.45	2.03
-13.20	61.63	19.44	1.92
-43.61	61.38	19.44	1.85
-57.02	61.45	19.43	1.78
-55.52	61.51	19.43	1.70
-49.53	61.31	19.42	1.59
-40.03	61.09	19.42	1.47
-37.05	60.88	19.41	1.32
-35.63	60.97	19.41	1.20
-29.55	61.08	19.41	1.06
-26.86	60.81	19.40	0.96
-22.45	60.62	19.40	0.86
-20.91	60.36	19.40	0.74
-17.53	60.51	19.39	0.63
-15.29	60.50	19.38	0.53
-15.11	60.19	19.38	0.41
-10.15	59.98	19.38	0.27
-27.29	59.75	19.37	0.14
-102.10	59.79	19.36	0.03
-229.20	59.85	19.35	-0.16
-349.90	59.52	19.35	-0.26
-383.40	59.31	19.34	-0.24
-263.30	58.99	19.33	-0.35
-113.80	59.16	19.33	-0.44
28.87	59.09	19.32	-0.53
147.30	58.80	19.31	-0.64
176.70	58.64	19.30	-0.72
113.60	58.40	19.30	-0.76
52.96	58.59	19.29	-0.77
41.39	58.61	19.28	-0.79
50.35	58.14	19.28	-0.86
51.87	57.92	19.27	-0.88
37.03	57.70	19.27	-0.88
23.61	57.65	19.26	-0.92
21.39	57.57	19.25	-0.96
22.17	57.15	19.24	-0.99
22.57	56.91	19.23	-0.99
14.39	56.80	19.23	-0.96
6.22	57.18	19.23	-0.89
5.29	57.35	19.23	-0.76
3.20	57.28	19.24	-0.59
3.25	57.11	19.24	-0.45
-0.53	56.95	19.23	-0.36
-5.76	57.12	19.23	-0.31
-7.65	57.10	19.23	-0.27
-11.10	56.99	19.22	-0.22
-13.86	56.99	19.22	-0.08
-12.83	57.35	19.22	0.15
-14.85	58.17	19.23	0.50
-12.73	59.01	19.24	0.97
-11.65	59.81	19.27	1.53
-8.22	60.84	19.31	2.18
-7.08	61.93	19.37	2.83
-6.58	63.20	19.42	3.45
-5.60	64.19	19.48	4.08
-7.72	64.87	19.52	4.70
-6.29	65.36	19.57	5.24
-5.96	66.04	19.61	5.64
-8.07	66.84	19.64	5.99
-8.27	67.33	19.67	6.39
-10.77	67.67	19.69	6.85
-9.66	68.05	19.72	7.25
-9.90	68.59	19.74	7.51
-10.75	69.26	19.76	7.64
-8.49	69.68	19.78	7.68
-11.68	69.88	19.80	7.76
-11.57	69.98	19.82	7.83
-11.80	70.25	19.83	7.81
-13.15	70.65	19.84	7.77
-12.27	70.66	19.84	7.73
-14.01	70.62	19.85	7.67
-15.89	70.56	19.86	7.65
-15.38	70.59	19.86	7.71
-18.69	71.00	19.86	7.79
-19.41	71.04	19.87	7.82
-18.20	71.02	19.87	7.84
-19.08	70.95	19.87	7.86
-21.37	71.15	19.88	7.95
-26.44	71.50	19.88	8.11
-28.91	71.43	19.89	8.23
-30.55	71.36	19.89	8.28
-31.32	71.19	19.89	8.32
-30.85	71.25	19.89	8.30
-33.19	71.55	19.89	8.23
-30.97	71.48	19.89	8.17
-29.82	71.28	19.89	8.10
-29.50	71.07	19.89	8.09
-22.10	71.05	19.89	8.06
-18.17	71.15	19.89	8.03
-13.82	70.90	19.88	8.01
-8.00	70.56	19.88	7.95
-2.98	70.18	19.87	7.84
-2.67	70.00	19.87	7.72
-6.96	69.97	19.86	7.61
-10.38	69.51	19.85	7.48
-19.72	69.03	19.84	7.33
-27.38	68.47	19.82	7.17
-28.99	68.15	19.81	7.02
-32.88	67.83	19.79	6.80
-37.58	67.06	19.77	6.47
-36.88	66.24	19.74	6.09
-35.24	65.18	19.71	5.63
-33.89	64.37	19.66	5.10
-34.67	63.50	19.61	4.55
-36.84	62.48	19.56	3.94
-33.51	61.88	19.52	3.37
-33.08	61.64	19.48	2.99
-34.01	62.19	19.47	2.86
-32.81	62.99	19.49	2.93
-32.81	63.09	19.50	3.10
-29.78	62.93	19.52	3.28
-30.19	62.53	19.52	3.43
-27.88	62.53	19.51	3.46
-25.73	62.57	19.50	3.47
-22.84	62.34	19.49	3.50
-18.90	62.21	19.48	3.55
-17.65	62.05	19.47	3.60
-15.39	62.40	19.47	3.66
-17.22	62.76	19.47	3.68
-24.43	62.88	19.47	3.65
-27.75	62.95	19.48	3.57
-20.76	62.91	19.49	3.49
-17.49	63.09	19.50	3.42
-2.39	63.13	19.50	3.34
20.93	62.82	19.50	3.24
44.68	62.65	19.49	3.10
60.99	62.44	19.48	2.97
76.32	62.50	19.47	2.89
90.66	62.56	19.47	2.82
92.14	62.22	19.46	2.77
70.65	62.00	19.45	2.68
40.60	61.75	19.45	2.54
5.00	61.83	19.44	2.35
-28.21	61.87	19.44	2.16
-50.72	61.60	19.43	1.95
-51.50	61.35	19.43	1.74
-47.02	61.12	19.43	1.57
-39.47	61.30	19.42	1.44
-31.83	61.32	19.42	1.35
-31.81	61.08	19.41	1.29
-25.59	60.88	19.41	1.23
-20.86	60.66	19.40	1.17
-18.34	60.78	19.40	1.09
-12.85	60.86	19.40	0.97
-10.78	60.53	19.39	0.85
-8.70	60.34	19.39	0.72
-5.25	60.18	19.38	0.60
-4.01	60.29	19.38	0.51
-8.44	60.25	19.37	0.38
-49.05	59.90	19.37	0.28
-158.70	59.65	19.36	0.17
-286.30	59.41	19.35	0.07
-378.20	59.54	19.35	-0.02
-325.00	59.50	19.34	-0.11
-174.80	59.18	19.33	-0.19
-28.69	58.97	19.32	-0.24
110.30	58.83	19.32	-0.27
187.60	58.96	19.31	-0.29
161.20	58.91	19.30	-0.30
84.58	58.61	19.30	-0.40
47.27	58.39	19.29	-0.51
52.60	58.20	19.28	-0.57
59.68	58.30	19.28	-0.61
51.39	58.17	19.27	-0.68
32.46	57.71	19.26	-0.77
27.54	57.41	19.26	-0.84
30.76	57.21	19.25	-0.88
27.05	57.32	19.24	-0.89
24.51	57.26	19.23	-0.88
14.73	57.07	19.23	-0.86
10.01	57.04	19.23	-0.78
8.57	57.18	19.23	-0.64
6.03	57.53	19.24	-0.52
3.82	57.36	19.24	-0.44
-1.56	57.07	19.23	-0.37
-1.79	56.90	19.23	-0.34
-1.58	56.88	19.23	-0.28
-3.36	57.29	19.22	-0.15
-3.53	57.55	19.22	0.02
-5.94	57.80	19.23	0.22
-4.74	58.40	19.24	0.52
-1.21	59.25	19.26	0.96
0.83	60.63	19.30	1.45
1.30	61.70	19.34	2.04
3.89	62.62	19.40	2.78
3.54	63.39	19.45	3.63
2.06	64.41	19.50	4.43
0.69	65.43	19.55	5.10
0.59	65.97	19.59	5.67
1.86	66.40	19.63	6.20
3.83	66.75	19.66	6.67
4.76	67.39	19.68	7.06
4.47	68.11	19.70	7.27
3.75	68.59	19.73	7.36
3.22	68.92	19.75	7.46
2.91	69.23	19.77	7.59
3.69	69.68	19.79	7.69
2.22	70.21	19.81	7.70
-0.73	70.30	19.82	7.68
-0.89	70.33	19.83	7.61
-0.84	70.30	19.84	7.60
-0.89	70.50	19.85	7.69
-3.84	70.88	19.85	7.79
-5.23	70.78	19.86	7.84
-6.51	70.71	19.86	7.85
-9.44	70.66	19.86	7.86
-10.47	70.90	19.87	7.93
-11.98	71.33	19.87	8.02
-15.03	71.25	19.88	8.06
-16.53	71.20	19.88	8.09
-19.73	71.05	19.89	8.09
-20.00	71.24	19.89	8.09
-22.00	71.55	19.89	8.15
-21.99	71.47	19.89	8.23
-21.05	71.29	19.89	8.25
-21.77	71.21	19.89	8.25
-20.81	71.29	19.89	8.22
-18.59	71.43	19.89	8.19
-18.30	71.19	19.89	8.19
-11.94	70.97	19.89	8.17
-7.08	70.65	19.88	8.11
-0.95	70.66	19.88	8.00
5.13	70.68	19.88	7.89
3.88	70.25	19.87	7.78
2.22	69.83	19.86	7.70
-4.01	69.37	19.85	7.61
-13.07	69.18	19.84	7.47
-22.16	69.04	19.83	7.28
-29.53	68.40	19.81	7.04
